source_id,family,financial_domain,is_financial,is_political,required,audit_status,automatable,producer_importable,producer_script,needs,remediation_step,blocker
bde_loans,territorial,territorial_spending,True,False,False,queued_manual,False,True,scripts/ingest_bde_loans.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/BDE/
ddec_incentives,territorial,territorial_spending,True,False,False,queued_manual,False,True,scripts/ingest_ddec_incentives.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/DDEC_Incentives/
dtop_vehicle_fees,territorial,territorial_spending,True,False,False,queued_manual,False,True,scripts/ingest_dtop_vehicle_fees.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/DTOP/
gaming_commission,territorial,territorial_spending,True,False,False,queued_manual,False,True,scripts/ingest_gaming_commission.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/Gaming/
loteria_pr,territorial,territorial_spending,True,False,False,queued_manual,False,True,scripts/ingest_loteria_pr.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/Loteria/
oatrh_payroll,territorial,territorial_spending,True,False,False,queued_manual,False,True,scripts/ingest_oatrh_payroll.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/OATRH_Payroll/
prpha_housing_subsidy,territorial,territorial_spending,True,False,False,queued_manual,False,True,scripts/ingest_prpha_housing_subsidy.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/PRPHA/
tourism_room_tax,territorial,territorial_spending,True,False,False,queued_manual,False,True,scripts/ingest_tourism_room_tax.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/Tourism/
hacienda_sut_ivu,territorial,territorial_spending,True,False,False,queued_scraper,False,True,scripts/download_coverage_gap_intake.py,scraper,"Build a scraping adapter for the PR-gov HTML/PDF surface, then run it.",needs scraping adapter
pr_act_154_excise,territorial,territorial_spending,True,False,False,queued_scraper,False,True,scripts/download_coverage_gap_intake.py,scraper,"Build a scraping adapter for the PR-gov HTML/PDF surface, then run it.",needs scraping adapter
hmda_ffiec,,credit_lending,True,False,False,not_considered,False,False,,registry_intake,No registry entry yet; create a source definition + producer.,no registry entry
gsa_iolp_real_property,,federal_awards,True,False,False,not_considered,False,False,,registry_intake,No registry entry yet; create a source definition + producer.,no registry entry
prac_pandemic_oversight,,federal_awards,True,False,False,not_considered,False,False,,registry_intake,No registry entry yet; create a source definition + producer.,no registry entry
pr_arbitrios_excise,,territorial_revenue,True,False,False,not_considered,False,False,,registry_intake,No registry entry yet; create a source definition + producer.,no registry entry
pr_ui_trust_fund,,territorial_spending,True,False,False,not_considered,False,False,,registry_intake,No registry entry yet; create a source definition + producer.,no registry entry
